\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_23_515.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_23_515.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_23_515.jpg, 0, 0, 0, 7.890168E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_23_616.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_23_616.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_23_616.jpg, 0, 0, 0, 7.938911E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_23_721.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_23_721.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_23_721.jpg, 0, 0, 0, 7.930924E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_23_822.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_23_822.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_23_822.jpg, 0, 0, 0, 7.818258E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_23_927.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_23_927.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_23_927.jpg, 0, 0, 0, 8.238339E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_029.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_029.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_029.jpg, 0, 0, 0, 7.909116E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_130.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_130.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_130.jpg, 0, 0, 0, 7.944929E-05
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_235.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_235.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_235.jpg, 0, 0.2958006, 0, 0.2735116
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_340.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_340.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_340.jpg, 0, 0.5905033, 0, 0.8242877
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_443.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_443.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_443.jpg, 0, 0.9379888, 0, 1.942382
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_549.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_549.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_549.jpg, 0, 1, 0, 3.090077
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_651.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_651.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_651.jpg, 0, 1, 0, 4.268844
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_756.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_756.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_756.jpg, -0.0435171, 1, 0, 5.431588
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_861.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_861.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_861.jpg, 0, 1, 0, 6.583432
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_24_966.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_24_966.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_24_966.jpg, 0, 1, 0, 7.950943
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_25_068.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_25_068.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_25_068.jpg, 0, 1, 0, 9.078371
\\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\center_2020_05_22_15_15_25_172.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\left_2020_05_22_15_15_25_172.jpg, \\ha04\home$\AlwynW\Downloads\simulator-windows-64\Recorded Data\IMG\right_2020_05_22_15_15_25_172.jpg, 0, 1, 0, 10.19477
